 time            v(vin)          v(vinp)         v(vinn)         v(voutp)        v(voutn)        v(vout)        
 3.02472656e-05 -7.35901492e-01  1.50000000e-01  1.35000000e+00  1.06538730e+00  4.67317583e-01  5.98069715e-01 
 3.02473772e-05 -7.35888802e-01  4.50000000e-01  1.05000000e+00  1.06539411e+00  4.67312532e-01  5.98081580e-01 
 3.02476004e-05 -7.35863405e-01  1.05000000e+00  4.50000000e-01  1.06540773e+00  4.67302434e-01  5.98105300e-01 
 3.02477679e-05 -7.35844342e-01  1.50000000e+00  2.22044605e-16  1.06541795e+00  4.67294865e-01  5.98123080e-01 
 3.02478125e-05 -7.35839257e-01  1.50000000e+00  2.22044605e-16  1.06542067e+00  4.67292847e-01  5.98127820e-01 
 3.02479018e-05 -7.35829083e-01  1.50000000e+00  2.22044605e-16  1.06542611e+00  4.67288813e-01  5.98137298e-01 
 3.02480804e-05 -7.35808725e-01  1.50000000e+00  2.22044605e-16  1.06543699e+00  4.67280747e-01  5.98156247e-01 
 3.02484375e-05 -7.35767965e-01  1.50000000e+00  2.22044605e-16  1.06545874e+00  4.67264627e-01  5.98194116e-01 
 3.02490210e-05 -7.35701250e-01  1.50000000e+00  2.22044605e-16  1.06549423e+00  4.67238325e-01  5.98255904e-01 
 3.02497614e-05 -7.35616363e-01  1.50000000e+00  2.22044605e-16  1.06553918e+00  4.67205006e-01  5.98334175e-01 
 3.02510590e-05 -7.35467009e-01  1.50000000e+00  2.22044605e-16  1.06561774e+00  4.67146771e-01  5.98470968e-01 
 3.02522321e-05 -7.35331317e-01  1.50000000e+00  9.10760356e-12  1.06568853e+00  4.67094287e-01  5.98594248e-01 
 3.02522879e-05 -7.35324847e-01  1.35000000e+00  1.50000000e-01  1.06569190e+00  4.67091794e-01  5.98600102e-01 
 3.02523996e-05 -7.35311903e-01  1.05000000e+00  4.50000000e-01  1.06569862e+00  4.67086811e-01  5.98611809e-01 
 3.02526228e-05 -7.35285997e-01  4.50000000e-01  1.05000000e+00  1.06571206e+00  4.67076847e-01  5.98635213e-01 
 3.02527902e-05 -7.35266553e-01 -0.00000000e+00  1.50000000e+00  1.06572213e+00  4.67069378e-01  5.98652757e-01 
 3.02528348e-05 -7.35261366e-01 -0.00000000e+00  1.50000000e+00  1.06572482e+00  4.67067387e-01  5.98657434e-01 
 3.02529241e-05 -7.35250989e-01 -0.00000000e+00  1.50000000e+00  1.06573019e+00  4.67063405e-01  5.98666786e-01 
 3.02531027e-05 -7.35230224e-01 -0.00000000e+00  1.50000000e+00  1.06574093e+00  4.67055445e-01  5.98685485e-01 
 3.02534598e-05 -7.35188650e-01 -0.00000000e+00  1.50000000e+00  1.06576239e+00  4.67039535e-01  5.98722857e-01 
 3.02540433e-05 -7.35120603e-01 -0.00000000e+00  1.50000000e+00  1.06579742e+00  4.67013576e-01  5.98783840e-01 
 3.02547838e-05 -7.35034027e-01 -0.00000000e+00  1.50000000e+00  1.06584178e+00  4.66980692e-01  5.98861093e-01 
 3.02560814e-05 -7.34881707e-01 -0.00000000e+00  1.50000000e+00  1.06591932e+00  4.66923230e-01  5.98996093e-01 
 3.02586138e-05 -7.34582251e-01 -0.00000000e+00  1.50000000e+00  1.06606981e+00  4.66811722e-01  5.99258092e-01 
 3.02636787e-05 -7.33974622e-01 -0.00000000e+00  1.50000000e+00  1.06636745e+00  4.66591218e-01  5.99776233e-01 
 3.02650670e-05 -7.33806037e-01 -0.00000000e+00  1.50000000e+00  1.06644826e+00  4.66531370e-01  5.99916889e-01 
 3.02651228e-05 -7.33799243e-01  1.50000000e-01  1.35000000e+00  1.06645150e+00  4.66528970e-01  5.99922530e-01 
 3.02652344e-05 -7.33785649e-01  4.50000000e-01  1.05000000e+00  1.06645798e+00  4.66524170e-01  5.99933810e-01 
 3.02654576e-05 -7.33758446e-01  1.05000000e+00  4.50000000e-01  1.06647094e+00  4.66514577e-01  5.99956358e-01 
 3.02656250e-05 -7.33738028e-01  1.50000000e+00  2.22044605e-16  1.06648065e+00  4.66507386e-01  5.99973260e-01 
 3.02656696e-05 -7.33732581e-01  1.50000000e+00  2.22044605e-16  1.06648324e+00  4.66505469e-01  5.99977766e-01 
 3.02657589e-05 -7.33721685e-01  1.50000000e+00  2.22044605e-16  1.06648841e+00  4.66501636e-01  5.99986775e-01 
 3.02659375e-05 -7.33699881e-01  1.50000000e+00  2.22044605e-16  1.06649876e+00  4.66493973e-01  6.00004788e-01 
 3.02662946e-05 -7.33656231e-01  1.50000000e+00  2.22044605e-16  1.06651944e+00  4.66478659e-01  6.00040786e-01 
 3.02668781e-05 -7.33584794e-01  1.50000000e+00  2.22044605e-16  1.06655319e+00  4.66453672e-01  6.00099520e-01 
 3.02676186e-05 -7.33493916e-01  1.50000000e+00  2.22044605e-16  1.06659594e+00  4.66422019e-01  6.00173919e-01 
 3.02689161e-05 -7.33334063e-01  1.50000000e+00  2.22044605e-16  1.06667064e+00  4.66366699e-01  6.00303941e-01 
 3.02700893e-05 -7.33188882e-01  1.50000000e+00  2.22044605e-16  1.06673796e+00  4.66316844e-01  6.00421113e-01 
 3.02701451e-05 -7.33181961e-01  1.35000000e+00  1.50000000e-01  1.06674115e+00  4.66314476e-01  6.00426677e-01 
 3.02702567e-05 -7.33168114e-01  1.05000000e+00  4.50000000e-01  1.06674755e+00  4.66309742e-01  6.00437804e-01 
 3.02704799e-05 -7.33140403e-01  4.50000000e-01  1.05000000e+00  1.06676032e+00  4.66300278e-01  6.00460047e-01 
 3.02706473e-05 -7.33119605e-01  9.10715947e-12  1.50000000e+00  1.06676990e+00  4.66293183e-01  6.00476721e-01 
 3.02706920e-05 -7.33114057e-01 -0.00000000e+00  1.50000000e+00  1.06677246e+00  4.66291292e-01  6.00481166e-01 
 3.02707812e-05 -7.33102957e-01 -0.00000000e+00  1.50000000e+00  1.06677756e+00  4.66287510e-01  6.00490055e-01 
 3.02709598e-05 -7.33080748e-01 -0.00000000e+00  1.50000000e+00  1.06678778e+00  4.66279949e-01  6.00507827e-01 
 3.02713170e-05 -7.33036286e-01 -0.00000000e+00  1.50000000e+00  1.06680818e+00  4.66264837e-01  6.00543345e-01 
 3.02719005e-05 -7.32963520e-01 -0.00000000e+00  1.50000000e+00  1.06684148e+00  4.66240179e-01  6.00601303e-01 
 3.02726409e-05 -7.32870957e-01 -0.00000000e+00  1.50000000e+00  1.06688367e+00  4.66208946e-01  6.00674721e-01 
 3.02739386e-05 -7.32708148e-01 -0.00000000e+00  1.50000000e+00  1.06695738e+00  4.66154370e-01  6.00803014e-01 
 3.02764710e-05 -7.32388227e-01 -0.00000000e+00  1.50000000e+00  1.06710044e+00  4.66048473e-01  6.01051972e-01 
 3.02815358e-05 -7.31739694e-01 -0.00000000e+00  1.50000000e+00  1.06738332e+00  4.65839109e-01  6.01544216e-01 
 3.02829241e-05 -7.31559903e-01 -0.00000000e+00  1.50000000e+00  1.06746011e+00  4.65782294e-01  6.01677819e-01 
 3.02829799e-05 -7.31552658e-01  1.50000000e-01  1.35000000e+00  1.06746319e+00  4.65780016e-01  6.01683176e-01 
 3.02830915e-05 -7.31538164e-01  4.50000000e-01  1.05000000e+00  1.06746935e+00  4.65775460e-01  6.01693890e-01 
 3.02833147e-05 -7.31509158e-01  1.05000000e+00  4.50000000e-01  1.06748166e+00  4.65766353e-01  6.01715307e-01 
 3.02834821e-05 -7.31487390e-01  1.50000000e+00  2.22044605e-16  1.06749089e+00  4.65759527e-01  6.01731360e-01 
 3.02835268e-05 -7.31481583e-01  1.50000000e+00  2.22044605e-16  1.06749335e+00  4.65757707e-01  6.01735639e-01 
 3.02836161e-05 -7.31469966e-01  1.50000000e+00  2.22044605e-16  1.06749827e+00  4.65754069e-01  6.01744197e-01 
 3.02837946e-05 -7.31446721e-01  1.50000000e+00  2.22044605e-16  1.06750810e+00  4.65746794e-01  6.01761305e-01 
 3.02841518e-05 -7.31400189e-01  1.50000000e+00  2.22044605e-16  1.06752775e+00  4.65732257e-01  6.01795494e-01 
 3.02847353e-05 -7.31324044e-01  1.50000000e+00  2.22044605e-16  1.06755982e+00  4.65708539e-01  6.01851276e-01 
 3.02854757e-05 -7.31227192e-01  1.50000000e+00  2.22044605e-16  1.06760043e+00  4.65678495e-01  6.01921934e-01 
 3.02867733e-05 -7.31056873e-01  1.50000000e+00  2.22044605e-16  1.06767140e+00  4.65625987e-01  6.02045413e-01 
 3.02879464e-05 -7.30902231e-01  1.50000000e+00  9.10760356e-12  1.06773535e+00  4.65578669e-01  6.02156685e-01 
 3.02880022e-05 -7.30894860e-01  1.35000000e+00  1.50000000e-01  1.06773839e+00  4.65576422e-01  6.02161968e-01 
 3.02881138e-05 -7.30880113e-01  1.05000000e+00  4.50000000e-01  1.06774446e+00  4.65571929e-01  6.02172534e-01 
 3.02883371e-05 -7.30850602e-01  4.50000000e-01  1.05000000e+00  1.06775660e+00  4.65562946e-01  6.02193657e-01 
 3.02885045e-05 -7.30828454e-01 -0.00000000e+00  1.50000000e+00  1.06776570e+00  4.65556213e-01  6.02209491e-01 
 3.02885491e-05 -7.30822546e-01 -0.00000000e+00  1.50000000e+00  1.06776813e+00  4.65554418e-01  6.02213712e-01 
 3.02886384e-05 -7.30810727e-01 -0.00000000e+00  1.50000000e+00  1.06777298e+00  4.65550829e-01  6.02222152e-01 
 3.02888170e-05 -7.30787078e-01 -0.00000000e+00  1.50000000e+00  1.06778268e+00  4.65543652e-01  6.02239028e-01 
 3.02891741e-05 -7.30739737e-01 -0.00000000e+00  1.50000000e+00  1.06780207e+00  4.65529311e-01  6.02272756e-01 
 3.02897576e-05 -7.30662267e-01 -0.00000000e+00  1.50000000e+00  1.06783370e+00  4.65505909e-01  6.02327790e-01 
 3.02904981e-05 -7.30563735e-01 -0.00000000e+00  1.50000000e+00  1.06787377e+00  4.65476268e-01  6.02397504e-01 
 3.02917957e-05 -7.30390468e-01 -0.00000000e+00  1.50000000e+00  1.06794379e+00  4.65424477e-01  6.02519317e-01 
 3.02943281e-05 -7.30050144e-01 -0.00000000e+00  1.50000000e+00  1.06807967e+00  4.65323994e-01  6.02755677e-01 
 3.02993929e-05 -7.29360835e-01 -0.00000000e+00  1.50000000e+00  1.06834828e+00  4.65125376e-01  6.03222907e-01 
 3.03007812e-05 -7.29169873e-01 -0.00000000e+00  1.50000000e+00  1.06842118e+00  4.65071487e-01  6.03349698e-01 
 3.03008371e-05 -7.29162179e-01  1.50000000e-01  1.35000000e+00  1.06842411e+00  4.65069326e-01  6.03354782e-01 
 3.03009487e-05 -7.29146787e-01  4.50000000e-01  1.05000000e+00  1.06842995e+00  4.65065005e-01  6.03364949e-01 
 3.03011719e-05 -7.29115986e-01  1.05000000e+00  4.50000000e-01  1.06844164e+00  4.65056368e-01  6.03385272e-01 
 3.03013393e-05 -7.29092871e-01  1.50000000e+00  2.22044605e-16  1.06845040e+00  4.65049893e-01  6.03400506e-01 
 3.03013839e-05 -7.29086705e-01  1.50000000e+00  2.22044605e-16  1.06845273e+00  4.65048168e-01  6.03404567e-01 
 3.03014732e-05 -7.29074369e-01  1.50000000e+00  2.22044605e-16  1.06845740e+00  4.65044717e-01  6.03412687e-01 
 3.03016518e-05 -7.29049689e-01  1.50000000e+00  2.22044605e-16  1.06846674e+00  4.65037817e-01  6.03428922e-01 
 3.03020089e-05 -7.29000284e-01  1.50000000e+00  2.22044605e-16  1.06848539e+00  4.65024030e-01  6.03461365e-01 
 3.03025924e-05 -7.28919446e-01  1.50000000e+00  2.22044605e-16  1.06851583e+00  4.65001536e-01  6.03514296e-01 
 3.03033329e-05 -7.28816639e-01  1.50000000e+00  2.22044605e-16  1.06855438e+00  4.64973042e-01  6.03581342e-01 
 3.03046304e-05 -7.28635886e-01  1.50000000e+00  2.22044605e-16  1.06862175e+00  4.64923247e-01  6.03698502e-01 
 3.03058036e-05 -7.28471814e-01  1.50000000e+00  2.22044605e-16  1.06868245e+00  4.64878376e-01  6.03804075e-01 
 3.03058594e-05 -7.28463994e-01  1.35000000e+00  1.50000000e-01  1.06868533e+00  4.64876245e-01  6.03809088e-01 
 3.03059710e-05 -7.28448350e-01  1.05000000e+00  4.50000000e-01  1.06869110e+00  4.64871985e-01  6.03819112e-01 
 3.03061942e-05 -7.28417046e-01  4.50000000e-01  1.05000000e+00  1.06870262e+00  4.64863467e-01  6.03839153e-01 
 3.03063616e-05 -7.28393552e-01 -0.00000000e+00  1.50000000e+00  1.06871126e+00  4.64857082e-01  6.03854175e-01 
 3.03064062e-05 -7.28387285e-01 -0.00000000e+00  1.50000000e+00  1.06871356e+00  4.64855380e-01  6.03858180e-01 
 3.03064955e-05 -7.28374749e-01 -0.00000000e+00  1.50000000e+00  1.06871816e+00  4.64851976e-01  6.03866188e-01 
 3.03066741e-05 -7.28349664e-01 -0.00000000e+00  1.50000000e+00  1.06872737e+00  4.64845172e-01  6.03882198e-01 
 3.03070312e-05 -7.28299453e-01 -0.00000000e+00  1.50000000e+00  1.06874577e+00  4.64831572e-01  6.03914197e-01 
 3.03076148e-05 -7.28217294e-01 -0.00000000e+00  1.50000000e+00  1.06877579e+00  4.64809383e-01  6.03966409e-01 
 3.03083552e-05 -7.28112814e-01 -0.00000000e+00  1.50000000e+00  1.06881382e+00  4.64781277e-01  6.04032545e-01 
 3.03096529e-05 -7.27929122e-01 -0.00000000e+00  1.50000000e+00  1.06888027e+00  4.64732172e-01  6.04148102e-01 
 3.03121853e-05 -7.27568463e-01 -0.00000000e+00  1.50000000e+00  1.06900921e+00  4.64636909e-01  6.04372297e-01 
 3.03172501e-05 -7.26838513e-01 -0.00000000e+00  1.50000000e+00  1.06926403e+00  4.64448654e-01  6.04815380e-01 
 3.03186384e-05 -7.26636418e-01  9.10729825e-12  1.50000000e+00  1.06933318e+00  4.64397586e-01  6.04935594e-01 
 3.03186942e-05 -7.26628277e-01  1.50000000e-01  1.35000000e+00  1.06933595e+00  4.64395538e-01  6.04940414e-01 
 3.03188058e-05 -7.26611990e-01  4.50000000e-01  1.05000000e+00  1.06934150e+00  4.64391443e-01  6.04950053e-01 
 3.03190290e-05 -7.26579399e-01  1.05000000e+00  4.50000000e-01  1.06935258e+00  4.64383259e-01  6.04969322e-01 
 3.03191964e-05 -7.26554942e-01  1.50000000e+00  2.22044605e-16  1.06936089e+00  4.64377124e-01  6.04983764e-01 
 3.03192411e-05 -7.26548418e-01  1.50000000e+00  2.22044605e-16  1.06936310e+00  4.64375488e-01  6.04987614e-01 
 3.03193304e-05 -7.26535367e-01  1.50000000e+00  2.22044605e-16  1.06936753e+00  4.64372218e-01  6.04995313e-01 
 3.03195089e-05 -7.26509254e-01  1.50000000e+00  2.22044605e-16  1.06937638e+00  4.64365681e-01  6.05010704e-01 
 3.03198661e-05 -7.26456986e-01  1.50000000e+00  2.22044605e-16  1.06939408e+00  4.64352616e-01  6.05041461e-01 
 3.03204495e-05 -7.26371471e-01  1.50000000e+00  2.22044605e-16  1.06942294e+00  4.64331302e-01  6.05091641e-01 
 3.03211900e-05 -7.26262730e-01  1.50000000e+00  2.22044605e-16  1.06945950e+00  4.64304304e-01  6.05155199e-01 
 3.03224876e-05 -7.26071580e-01  1.50000000e+00  2.22044605e-16  1.06952339e+00  4.64257124e-01  6.05266261e-01 
 3.03236607e-05 -7.25898109e-01  1.50000000e+00  2.22044605e-16  1.06958095e+00  4.64214612e-01  6.05366334e-01 
 3.03237165e-05 -7.25889843e-01  1.35000000e+00  1.50000000e-01  1.06958368e+00  4.64212593e-01  6.05371085e-01 
 3.03238281e-05 -7.25873305e-01  1.05000000e+00  4.50000000e-01  1.06958914e+00  4.64208557e-01  6.05380587e-01 
 3.03240513e-05 -7.25840212e-01  4.50000000e-01  1.05000000e+00  1.06960007e+00  4.64200487e-01  6.05399583e-01 
 3.03242187e-05 -7.25815378e-01  9.10738152e-12  1.50000000e+00  1.06960826e+00  4.64194438e-01  6.05413822e-01 
 3.03242634e-05 -7.25808753e-01 -0.00000000e+00  1.50000000e+00  1.06961044e+00  4.64192826e-01  6.05417618e-01 
 3.03243527e-05 -7.25795501e-01 -0.00000000e+00  1.50000000e+00  1.06961481e+00  4.64189601e-01  6.05425208e-01 
 3.03245312e-05 -7.25768987e-01 -0.00000000e+00  1.50000000e+00  1.06962354e+00  4.64183155e-01  6.05440384e-01 
 3.03248884e-05 -7.25715916e-01 -0.00000000e+00  1.50000000e+00  1.06964098e+00  4.64170271e-01  6.05470713e-01 
 3.03254719e-05 -7.25629084e-01 -0.00000000e+00  1.50000000e+00  1.06966945e+00  4.64149249e-01  6.05520201e-01 
 3.03262124e-05 -7.25518675e-01 -0.00000000e+00  1.50000000e+00  1.06970551e+00  4.64122624e-01  6.05582885e-01 
 3.03275100e-05 -7.25324596e-01 -0.00000000e+00  1.50000000e+00  1.06976851e+00  4.64076107e-01  6.05692404e-01 
 3.03300424e-05 -7.24943672e-01 -0.00000000e+00  1.50000000e+00  1.06989074e+00  4.63985877e-01  6.05904861e-01 
 3.03351072e-05 -7.24173224e-01 -0.00000000e+00  1.50000000e+00  1.07013225e+00  4.63807610e-01  6.06324641e-01 
 3.03364955e-05 -7.23960036e-01 -0.00000000e+00  1.50000000e+00  1.07019777e+00  4.63759261e-01  6.06438511e-01 
 3.03365513e-05 -7.23951449e-01  1.50000000e-01  1.35000000e+00  1.07020040e+00  4.63757322e-01  6.06443077e-01 
 3.03366629e-05 -7.23934270e-01  4.50000000e-01  1.05000000e+00  1.07020565e+00  4.63753446e-01  6.06452206e-01 
 3.03368862e-05 -7.23899897e-01  1.05000000e+00  4.50000000e-01  1.07021615e+00  4.63745697e-01  6.06470457e-01 
 3.03370536e-05 -7.23874102e-01  1.50000000e+00  2.22044605e-16  1.07022402e+00  4.63739889e-01  6.06484136e-01 
 3.03370982e-05 -7.23867221e-01  1.50000000e+00  2.22044605e-16  1.07022612e+00  4.63738341e-01  6.06487782e-01 
 3.03371875e-05 -7.23853457e-01  1.50000000e+00  2.22044605e-16  1.07023032e+00  4.63735245e-01  6.06495074e-01 
 3.03373661e-05 -7.23825918e-01  1.50000000e+00  2.22044605e-16  1.07023871e+00  4.63729056e-01  6.06509651e-01 
 3.03377232e-05 -7.23770797e-01  1.50000000e+00  2.22044605e-16  1.07025547e+00  4.63716688e-01  6.06538782e-01 
 3.03383067e-05 -7.23680622e-01  1.50000000e+00  2.22044605e-16  1.07028282e+00  4.63696511e-01  6.06586307e-01 
 3.03390471e-05 -7.23565968e-01  1.50000000e+00  2.22044605e-16  1.07031746e+00  4.63670954e-01  6.06646501e-01 
 3.03403447e-05 -7.23364458e-01  1.50000000e+00  2.22044605e-16  1.07037798e+00  4.63626295e-01  6.06751680e-01 
 3.03415179e-05 -7.23181623e-01  1.50000000e+00  9.10760356e-12  1.07043250e+00  4.63586056e-01  6.06846446e-01 
 3.03415737e-05 -7.23172911e-01  1.35000000e+00  1.50000000e-01  1.07043509e+00  4.63584145e-01  6.06850946e-01 
 3.03416853e-05 -7.23155482e-01  1.05000000e+00  4.50000000e-01  1.07044027e+00  4.63580325e-01  6.06859944e-01 
 3.03419085e-05 -7.23120608e-01  4.50000000e-01  1.05000000e+00  1.07045062e+00  4.63572687e-01  6.06877932e-01 
 3.03420759e-05 -7.23094438e-01 -0.00000000e+00  1.50000000e+00  1.07045838e+00  4.63566961e-01  6.06891415e-01 
 3.03421205e-05 -7.23087457e-01 -0.00000000e+00  1.50000000e+00  1.07046044e+00  4.63565435e-01  6.06895010e-01 
 3.03422098e-05 -7.23073493e-01 -0.00000000e+00  1.50000000e+00  1.07046458e+00  4.63562383e-01  6.06902197e-01 
 3.03423884e-05 -7.23045554e-01 -0.00000000e+00  1.50000000e+00  1.07047285e+00  4.63556282e-01  6.06916568e-01 
 3.03427455e-05 -7.22989633e-01 -0.00000000e+00  1.50000000e+00  1.07048937e+00  4.63544088e-01  6.06945287e-01 
 3.03433290e-05 -7.22898146e-01 -0.00000000e+00  1.50000000e+00  1.07051634e+00  4.63524192e-01  6.06992147e-01 
 3.03440695e-05 -7.22781829e-01 -0.00000000e+00  1.50000000e+00  1.07055049e+00  4.63498993e-01  6.07051500e-01 
 3.03453672e-05 -7.22577400e-01 -0.00000000e+00  1.50000000e+00  1.07061017e+00  4.63454971e-01  6.07155196e-01 
 3.03478996e-05 -7.22176288e-01 -0.00000000e+00  1.50000000e+00  1.07072592e+00  4.63369589e-01  6.07356330e-01 
 3.03529644e-05 -7.21365494e-01 -0.00000000e+00  1.50000000e+00  1.07095458e+00  4.63200945e-01  6.07753638e-01 
 3.03543527e-05 -7.21141254e-01 -0.00000000e+00  1.50000000e+00  1.07101660e+00  4.63155214e-01  6.07861388e-01 
 3.03544085e-05 -7.21132223e-01  1.50000000e-01  1.35000000e+00  1.07101909e+00  4.63153380e-01  6.07865709e-01 
 3.03545201e-05 -7.21114156e-01  4.50000000e-01  1.05000000e+00  1.07102406e+00  4.63149714e-01  6.07874347e-01 
 3.03547433e-05 -7.21078006e-01  1.05000000e+00  4.50000000e-01  1.07103400e+00  4.63142386e-01  6.07891616e-01 
 3.03549107e-05 -7.21050878e-01  1.50000000e+00  2.22044605e-16  1.07104145e+00  4.63136893e-01  6.07904559e-01 
 3.03549554e-05 -7.21043642e-01  1.50000000e+00  2.22044605e-16  1.07104344e+00  4.63135429e-01  6.07908009e-01 
 3.03550446e-05 -7.21029168e-01  1.50000000e+00  2.22044605e-16  1.07104741e+00  4.63132501e-01  6.07914908e-01 
 3.03552232e-05 -7.21000208e-01  1.50000000e+00  2.22044605e-16  1.07105535e+00  4.63126647e-01  6.07928701e-01 
 3.03555804e-05 -7.20942245e-01  1.50000000e+00  2.22044605e-16  1.07107121e+00  4.63114951e-01  6.07956264e-01 
 3.03561638e-05 -7.20847427e-01  1.50000000e+00  2.22044605e-16  1.07109710e+00  4.63095869e-01  6.08001229e-01 
 3.03569043e-05 -7.20726883e-01  1.50000000e+00  2.22044605e-16  1.07112988e+00  4.63071700e-01  6.08058179e-01 
 3.03582019e-05 -7.20515052e-01  1.50000000e+00  2.22044605e-16  1.07118715e+00  4.63029469e-01  6.08157684e-01 
 3.03593750e-05 -7.20322890e-01  1.50000000e+00  9.10760356e-12  1.07123875e+00  4.62991420e-01  6.08247335e-01 
 3.03594308e-05 -7.20313734e-01  1.35000000e+00  1.50000000e-01  1.07124120e+00  4.62989613e-01  6.08251591e-01 
 3.03595424e-05 -7.20295418e-01  1.05000000e+00  4.50000000e-01  1.07124610e+00  4.62986000e-01  6.08260103e-01 
 3.03597656e-05 -7.20258769e-01  4.50000000e-01  1.05000000e+00  1.07125590e+00  4.62978778e-01  6.08277119e-01 
 3.03599330e-05 -7.20231268e-01 -0.00000000e+00  1.50000000e+00  1.07126324e+00  4.62973365e-01  6.08289874e-01 
 3.03599777e-05 -7.20223932e-01 -0.00000000e+00  1.50000000e+00  1.07126520e+00  4.62971922e-01  6.08293274e-01 
 3.03600670e-05 -7.20209258e-01 -0.00000000e+00  1.50000000e+00  1.07126911e+00  4.62969036e-01  6.08300074e-01 
 3.03602455e-05 -7.20179900e-01 -0.00000000e+00  1.50000000e+00  1.07127693e+00  4.62963267e-01  6.08313667e-01 
 3.03606027e-05 -7.20121140e-01 -0.00000000e+00  1.50000000e+00  1.07129257e+00  4.62951737e-01  6.08340835e-01 
 3.03611862e-05 -7.20025015e-01 -0.00000000e+00  1.50000000e+00  1.07131809e+00  4.62932925e-01  6.08385161e-01 
 3.03619267e-05 -7.19902815e-01 -0.00000000e+00  1.50000000e+00  1.07135040e+00  4.62909100e-01  6.08441303e-01 
 3.03632243e-05 -7.19688076e-01 -0.00000000e+00  1.50000000e+00  1.07140686e+00  4.62867480e-01  6.08539383e-01 
 3.03657567e-05 -7.19266853e-01 -0.00000000e+00  1.50000000e+00  1.07151637e+00  4.62786768e-01  6.08729602e-01 
 3.03708215e-05 -7.18415873e-01 -0.00000000e+00  1.50000000e+00  1.07173264e+00  4.62627390e-01  6.09105247e-01 
 3.03722098e-05 -7.18180626e-01 -0.00000000e+00  1.50000000e+00  1.07179128e+00  4.62584182e-01  6.09207099e-01 
 3.03722656e-05 -7.18171152e-01  1.50000000e-01  1.35000000e+00  1.07179363e+00  4.62582449e-01  6.09211183e-01 
 3.03723772e-05 -7.18152201e-01  4.50000000e-01  1.05000000e+00  1.07179833e+00  4.62578986e-01  6.09219348e-01 
 3.03726004e-05 -7.18114281e-01  1.05000000e+00  4.50000000e-01  1.07180773e+00  4.62572062e-01  6.09235671e-01 
 3.03727679e-05 -7.18085827e-01  1.50000000e+00  9.10760356e-12  1.07181478e+00  4.62566872e-01  6.09247904e-01 
 3.03728125e-05 -7.18078237e-01  1.50000000e+00  2.22044605e-16  1.07181665e+00  4.62565489e-01  6.09251165e-01 
 3.03729018e-05 -7.18063055e-01  1.50000000e+00  2.22044605e-16  1.07182041e+00  4.62562723e-01  6.09257686e-01 
 3.03730804e-05 -7.18032679e-01  1.50000000e+00  2.22044605e-16  1.07182792e+00  4.62557193e-01  6.09270723e-01 
 3.03734375e-05 -7.17971886e-01  1.50000000e+00  2.22044605e-16  1.07184292e+00  4.62546142e-01  6.09296774e-01 
 3.03740210e-05 -7.17872445e-01  1.50000000e+00  2.22044605e-16  1.07186739e+00  4.62528115e-01  6.09339272e-01 
 3.03747614e-05 -7.17746033e-01  1.50000000e+00  2.22044605e-16  1.07189838e+00  4.62505283e-01  6.09393095e-01 
 3.03760590e-05 -7.17523924e-01  1.50000000e+00  2.22044605e-16  1.07195252e+00  4.62465390e-01  6.09487132e-01 
 3.03772321e-05 -7.17322471e-01  1.50000000e+00  2.22044605e-16  1.07200130e+00  4.62429448e-01  6.09571852e-01 
 3.03772879e-05 -7.17312873e-01  1.35000000e+00  1.50000000e-01  1.07200362e+00  4.62427742e-01  6.09575874e-01 
 3.03773996e-05 -7.17293674e-01  1.05000000e+00  4.50000000e-01  1.07200825e+00  4.62424329e-01  6.09583918e-01 
 3.03776228e-05 -7.17255258e-01  4.50000000e-01  1.05000000e+00  1.07201751e+00  4.62417508e-01  6.09599997e-01 
 3.03777902e-05 -7.17226431e-01 -0.00000000e+00  1.50000000e+00  1.07202444e+00  4.62412394e-01  6.09612050e-01 
 3.03778348e-05 -7.17218742e-01 -0.00000000e+00  1.50000000e+00  1.07202629e+00  4.62411031e-01  6.09615263e-01 
 3.03779241e-05 -7.17203361e-01 -0.00000000e+00  1.50000000e+00  1.07202999e+00  4.62408306e-01  6.09621688e-01 
 3.03781027e-05 -7.17172589e-01 -0.00000000e+00  1.50000000e+00  1.07203739e+00  4.62402856e-01  6.09634534e-01 
 3.03784598e-05 -7.17111002e-01 -0.00000000e+00  1.50000000e+00  1.07205217e+00  4.62391966e-01  6.09660205e-01 
 3.03790433e-05 -7.17010259e-01 -0.00000000e+00  1.50000000e+00  1.07207629e+00  4.62374198e-01  6.09702090e-01 
 3.03797838e-05 -7.16882198e-01 -0.00000000e+00  1.50000000e+00  1.07210683e+00  4.62351696e-01  6.09755137e-01 
 3.03810814e-05 -7.16657192e-01 -0.00000000e+00  1.50000000e+00  1.07216019e+00  4.62312389e-01  6.09847806e-01 
 3.03836138e-05 -7.16215942e-01 -0.00000000e+00  1.50000000e+00  1.07226368e+00  4.62236173e-01  6.10027506e-01 
 3.03886787e-05 -7.15324942e-01 -0.00000000e+00  1.50000000e+00  1.07246799e+00  4.62085714e-01  6.10382279e-01 
 3.03900670e-05 -7.15078734e-01 -0.00000000e+00  1.50000000e+00  1.07252338e+00  4.62044933e-01  6.10478450e-01 
 3.03901228e-05 -7.15068820e-01  1.50000000e-01  1.35000000e+00  1.07252560e+00  4.62043298e-01  6.10482305e-01 
 3.03902344e-05 -7.15048987e-01  4.50000000e-01  1.05000000e+00  1.07253004e+00  4.62040029e-01  6.10490015e-01 
